country,year,pm25,iso3,energy_emissions,industry_emissions,transport_emissions,ln_pm25,ln_energy,ln_industry,ln_transport
Slovakia,2014,19.21333333333333,SVK,15068.111560000001,14551.918,13138.25127,2.9556044824632117,9.620335972554102,9.585478085217815,9.483283198707191
Slovakia,2015,18.6575,SVK,16101.6443,13483.10813,14504.36501,2.9262482100234055,9.686676676192379,9.509192931330464,9.582204918279084
Slovakia,2016,14.9125,SVK,15995.33321,13369.59776,14997.28339,2.7021997874240347,9.680052284301675,9.500738584377899,9.6156243563491
Slovakia,2017,19.038888888888888,SVK,15935.83539,14218.11409,15277.48589,2.9464836709843985,9.676325650328259,9.562272070792583,9.634135513188216
Slovakia,2018,18.11740740740741,SVK,15474.06412,15212.917089999999,15531.67383,2.8968732113166467,9.646920618825773,9.629900154504151,9.650636690759823
Slovakia,2019,15.594074074074074,SVK,14711.81628,12606.83369,16158.65047,2.7468909750411945,9.596406278441094,9.441994302266727,9.690210818068087
Slovenia,2010,18.69666666666667,SVN,12665.86191,3845.61901,10547.686139999998,2.928345254852136,9.446665614601027,8.25468985987937,9.263661791626609
Slovenia,2013,17.143333333333334,SVN,11532.77033,3300.6683000000003,10680.488930000001,2.8416093711187154,9.35294785586828,8.101880242102661,9.276173891428861
Slovenia,2014,15.066666666666665,SVN,8884.646840000001,3311.26092,10710.24071,2.7124847981700757,9.092079991909081,8.105084338429085,9.278955638446
Slovenia,2015,17.643333333333334,SVN,9111.861939999999,3202.6320100000003,10650.581339999999,2.8703579972017867,9.117332353563594,8.071728253842485,9.273369755563307
Slovenia,2016,17.383333333333333,SVN,9847.54332,3224.50603,11392.84914,2.855511892778672,9.194977293921447,8.078535048506057,9.34074116914639
Slovenia,2017,16.53,SVN,9822.78064,3387.3233,11649.97629,2.805176911832933,9.192459522162162,8.127795301465829,9.363059423798642
Slovenia,2018,15.3675,SVN,9592.39058,3630.72297,11606.15665,2.7322548897990275,9.168725415227797,8.19718707271738,9.359290981988433
Slovenia,2019,12.452499999999999,SVN,9139.40516,3485.5584799999997,11187.69434,2.5219214059653012,9.120350581367537,8.156383562866322,9.322569733605418
Spain,2010,9.866119402985074,ESP,147619.48718,98741.43758,182894.84231,2.2891066052099394,11.902393209398486,11.500259970953374,12.116666634473416
Spain,2011,12.792222222222222,ESP,172614.06989,92780.842,172538.51406,2.5488373473493535,12.058813571632399,11.437995453496287,12.058375760445577
Spain,2012,12.597142857142858,ESP,182699.80177000002,90320.19473,158223.68313999998,2.5334700308744784,12.115599657362774,11.411116354822106,11.971765026903864
Spain,2013,8.446447368421053,ESP,142661.49245,85225.02701,159851.81877,2.1337459231910496,11.868229917364298,11.353050413931838,11.982002532402614
Spain,2014,8.469135802469136,ESP,148987.65587000002,78497.62441,160407.68093,2.1364284730534466,11.911618734985568,11.270823641019593,11.985473859365305
Spain,2015,9.496781609195402,ESP,168661.03008,83438.53202,166671.9966,2.25095296322884,12.03564624054506,11.331865496279239,12.023783067824883
Spain,2016,8.35840909090909,ESP,138763.35404,87538.7022,172404.88064,2.123268108856751,11.84052527231073,11.379836285412237,12.057600946787808
Spain,2017,9.550217391304347,ESP,159138.87212,90740.33901,177531.69874999998,2.256563917720921,11.977532509561934,11.415757289270045,12.086904456460335
Spain,2018,9.016129032258064,ESP,140439.78444000002,92982.07462,179621.99242,2.1990150881100075,11.852534095390846,11.440162007535985,12.098609879580746
Spain,2019,8.96968085106383,ESP,109650.50317,92653.57368999999,181890.21066,2.19385009584619,11.605053342709194,11.436622802907026,12.111158545905738
Sweden,2010,7.445555555555556,SWE,25629.01038,16909.24855,42638.3024,2.00761728464886,10.151480206829596,9.735616002702972,10.660508245664452
Sweden,2013,6.3774999999999995,SWE,19238.75532,13741.25254,38623.7234,1.8527761710338293,9.864682029819368,9.528157721737958,10.56162196252116
Sweden,2014,8.085,SWE,17462.49222,13422.58528,37786.77848,2.0900104930290704,9.76781055803899,9.504694035787438,10.539714544760528
Sweden,2015,6.3853333333333335,SWE,17005.19849,13677.267230000001,37991.95754,1.8540036938122533,9.741274369822452,9.52349040733219,10.545129772624627
Sweden,2016,5.863684210526316,SWE,18465.69834,13210.7683,36603.70638,1.7687781109047847,9.823670146230333,9.488787556309598,10.507904781475395
Sweden,2017,5.022,SWE,17853.31608,12996.641510000001,35821.4586,1.6138282607353933,9.789944544743701,9.47244625768214,10.486302395053661
Sweden,2018,6.572222222222222,SWE,18772.76727,13242.89876,34395.45113,1.8828520130881763,9.84016254918791,9.491216745104268,10.445679600024702
Sweden,2019,5.623333333333333,SWE,15979.81008,13238.885820000001,34178.613710000005,1.726924607889767,9.67908133439357,9.490913673381998,10.439355397333312
Switzerland,2011,14.577777777777776,CHE,7176.52794,10817.094229999999,32162.3466,2.679498299173769,8.878570971266589,9.288882960880134,10.378551687048894
Switzerland,2012,12.733333333333333,CHE,7261.58294,10814.67348,32395.66448,2.54422322694442,8.89035311986516,9.288659146530557,10.38577988048107
Switzerland,2013,14.046153846153846,CHE,7466.75547,10947.63829,32218.583010000002,2.6423486106993312,8.918215842407868,9.300879030703555,10.38029867717915
Switzerland,2014,8.977777777777778,CHE,7231.39901,10148.107390000001,32006.20694,2.1947523881908304,8.88618779712553,9.225042503043944,10.373685129847722
Switzerland,2015,11.447333333333335,CHE,6631.04685,9911.081639999999,30541.12343,2.437756806223501,8.79951796664326,9.201408767684859,10.32682936362323
Switzerland,2016,10.223749999999999,CHE,6828.12384,9913.753929999999,30224.14662,2.324713445067047,8.828805220832457,9.201678357816565,10.316396440841224
Switzerland,2017,11.481851851851852,CHE,6684.51202,9853.09815,29711.49758,2.440767689019099,8.807548490611403,9.195541217705927,10.299289373783388
Switzerland,2018,11.253684210526316,CHE,6834.71021,9536.15444,29732.23993,2.4206955604189133,8.829769350307512,9.162845584643785,10.299987255569116
Switzerland,2019,9.358064516129033,CHE,6877.96958,9364.714500000002,29653.52853,2.236238486642212,8.836078768185105,9.14470412856191,10.297336403416038
Switzerland,2020,9.084821428571429,CHE,6716.89666,8954.578239999999,27061.39,2.2066050460216555,8.812381520304092,9.099920215674905,10.205863267737378
